customer_number,berlangganan_deposito
241287,0.7731346039387392
737937,0.502982917242914
125159,0.2421463861816134
122370,0.20811136601930988
814180,0.19154691065384005
945339,0.31514274866337283
364136,0.27765156044698064
343072,0.4232896770958703
938465,0.7432102516702832
149951,0.3300955092693465
222232,0.2996293495458024
832629,0.2695453180326826
296781,0.32819809042983283
748715,0.24876551999911176
604027,0.6286288212200356
859866,0.3042280672843903
792616,0.2166132318996555
465754,0.26615047661735414
678835,0.26341608229474806
998270,0.7739120187912601
166767,0.25536566580380626
739982,0.35904175031579566
806252,0.2195895113646984
921673,0.4926143204367555
611081,0.5355194541158959
818716,0.3108344860373793
230739,0.20134439714336486
216209,0.5437789530422666
516335,0.2134426698458188
644791,0.3276400324605856
176058,0.4359126204292695
979898,0.2341684816688408
503495,0.21940561582509407
878173,0.2240730128544751
722870,0.48472801990526915
724786,0.163384610110647
659692,0.3991875057527433
159203,0.06815256706017711
155945,0.3324284830781676
277862,0.20190226728012478
873897,0.3372512035494328
445443,0.3258430625135993
818967,0.2261686605005238
478589,0.5837791440586558
991622,0.20105754456895158
511840,0.36235595881840355
459299,0.15999500439923223
822075,0.22582418602292828
523100,0.7672542669782013
304343,0.236134656880379
221439,0.30378656944626375
818521,0.48474718101035913
728235,0.1768540365315953
917490,0.5199730823869595
108047,0.42447174213554484
104801,0.2670136553418642
273368,0.9298642746928827
676406,0.30107473573265175
278995,0.4381498010959416
112831,0.9235000030933436
601516,0.457223862298442
296954,0.8210024487266971
982848,0.3437469191123553
428287,0.2910925645794063
679849,0.3359382218636772
744389,0.2663847902231409
558008,0.45657651190111015
861444,0.2628682002492372
826041,0.2430855965992528
869683,0.2725297131406891
800301,0.20467393186376032
590588,0.4292585155212172
476971,0.3393251248218729
897567,0.7054298107781051
710714,0.5089182541018004
791479,0.3618104609986329
198512,0.2848141515380247
726908,0.8176300750805652
465365,0.3174957183925482
487974,0.17165331438187217
103998,0.8444052366838066
450545,0.32870919098892026
700295,0.3748612420775974
592903,0.30416823535039555
740969,0.26824346318072345
545984,0.8395108831857822
792271,0.8430238223894653
638055,0.3352614931032962
905049,0.6341328794072342
769789,0.3027568974873342
285737,0.502982917242914
697928,0.29008191643176984
539662,0.8176919308456002
426578,0.2193567231607743
914620,0.2600927435401181
122847,0.22388754354024412
448954,0.2881682334529846
664546,0.4148447236757923
252673,0.20873304274912655
379979,0.3205922918518288
739389,0.1840547805979548
896794,0.774024906504884
922027,0.2657677492403902
788709,0.4554113460716937
226556,0.7676786101794757
635801,0.7869623219077702
724670,0.4881997847651777
456865,0.30370391705732
789206,0.20684257620105773
713452,0.28915186694940004
503601,0.28266612471430264
694845,0.3173302461451713
699198,0.35086395431607437
871218,0.07202822797070454
701739,0.7827844470466374
792667,0.29083450057221055
265126,0.3844441166410663
985164,0.34168095020747097
225460,0.21381439370176408
277911,0.5113916226148983
131758,0.40937590277462693
396481,0.24480046101637878
224647,0.30570108543859786
763141,0.34622684771056955
579637,0.3150279299426872
534004,0.08434765144597561
390471,0.40099083788865886
585692,0.22280875908384246
487001,0.3052862817716294
274990,0.28799849173642866
676316,0.6398802519865777
468239,0.16421619277068297
212058,0.1687301179034257
967235,0.19857013918979113
464472,0.38156589898725446
269117,0.4236760200833511
582426,0.3111236704926261
576946,0.20329654796480878
932807,0.2506831827363673
689967,0.3973682020361595
189240,0.20436349059099482
628987,0.1837214486049543
581662,0.1972298646848069
294999,0.2531801171710782
219955,0.3447308693380931
496583,0.46583851694424766
494591,0.20641866384938
232619,0.3310228896209607
472050,0.7028341577126163
729890,0.8133285427670608
426399,0.35970181528944734
322143,0.21932479973891106
110452,0.45355344046017493
183222,0.52526714408477
913723,0.21680228783205224
830481,0.6742311628551478
378477,0.32086561233346517
296209,0.2544974926617343
190961,0.29325773286350965
230615,0.36204249697604723
267515,0.35754061942819365
373488,0.2314664839049115
978201,0.20623102862098408
477140,0.33683944335629185
485900,0.5928244894376755
869092,0.31268580074663244
223766,0.2588248063874384
690418,0.27345617518633364
758624,0.7064748306788183
615065,0.3380293491210333
591932,0.19788928621561278
308745,0.2126355733873308
913671,0.3116041572024172
834323,0.1694300607609268
659254,0.6631491407446007
193611,0.26802083904237456
750025,0.7731107504149001
537106,0.22723437021968
898654,0.30457044325691657
210175,0.28199340429453945
288396,0.29509180684589637
737836,0.30828881617611487
421587,0.3056481312998544
529398,0.3281514717748901
639811,0.9286858372942433
284972,0.3293049476988518
514337,0.18898827350430866
271244,0.21796909274275073
328686,0.2068892832921229
362004,0.28702180921091736
816914,0.4167855701748871
507435,0.8012378208411367
712306,0.2705782377615331
254685,0.17466627652746414
386884,0.47051395938825397
851130,0.52667873296597
460150,0.7268216217731226
811973,0.2205115972386816
745161,0.33572294283752957
315385,0.05821043571845523
563315,0.31535376854880204
338389,0.2202167512667343
365425,0.3904401279232964
561291,0.3023470264572739
270500,0.37698326428048856
196114,0.6721388047954034
997564,0.2068251329026816
992095,0.8873347739701614
876322,0.8276577369770319
276632,0.4026107909428857
560577,0.48474718101035913
680475,0.20731062168395226
930873,0.2643913830995935
555807,0.37005108622413224
946777,0.7978118086754198
188093,0.7482236182534576
482963,0.7774853821153906
193273,0.2790444061299617
283090,0.6860474391302113
848119,0.3973682020361595
497484,0.8244771705512645
356839,0.3045804318207641
632869,0.20624684549852693
406814,0.2754072620739546
641533,0.3062381358833694
301093,0.525353499322985
660104,0.7648827069090866
780953,0.21797199605079673
340391,0.23529530560503162
784427,0.47353602830629754
338068,0.2086499743676956
329629,0.9370711014709341
113787,0.782917167400024
203540,0.2872802815258931
651214,0.36573194952480165
201370,0.9204477466409936
476381,0.38651211188724927
915265,0.233760602073948
474798,0.8388078062738551
719689,0.16665826917501395
412655,0.3967654933795292
277752,0.34393843651365674
802606,0.33555587140999055
125987,0.8985721588882053
658738,0.2005752634024222
889189,0.13866672051059953
706482,0.4364018240677272
531267,0.7198065241721304
942505,0.4881997847651777
482784,0.22411803553939502
939997,0.20971263796470035
377166,0.7464208464555381
231926,0.2741663811743177
176651,0.5666786616196371
257866,0.8114593434750662
611931,0.22476254214115776
366275,0.2701986328547863
191757,0.19227908898167517
226569,0.7301952215432989
326799,0.3354324805274608
596151,0.434330927242496
883193,0.799326588924431
484656,0.7745616398046854
591478,0.2520895308178011
644854,0.7343275701455076
941581,0.3465683415065971
970704,0.33938707663844236
671104,0.21947484457909985
605449,0.7783877095937469
714827,0.3334081983623483
573043,0.902358810475874
113680,0.2806783007724411
123503,0.32917511363920876
346346,0.25963943268374845
951809,0.421886193910419
615098,0.3166227039657638
699715,0.2378070240329176
840866,0.38750353427491135
266799,0.21883928194556368
317131,0.4213720328752202
742332,0.7165502388865322
699479,0.30373078662100894
805118,0.7823604160933872
558782,0.22270080899490952
508840,0.2068843997048923
906755,0.41133652267925985
193533,0.26954003819053396
772363,0.24783705485339677
547284,0.23900235435105796
520405,0.2735013321430952
365655,0.5167553841581092
662595,0.9145744045380433
468769,0.3549381845830721
291644,0.23173431881852177
731503,0.8011332398702952
594134,0.32204749796576676
128805,0.3283897698554594
887876,0.30309885416080007
563616,0.28461618731082006
212992,0.35304964059898364
616978,0.1772758154872709
263193,0.21130853816179967
770567,0.2966488946777122
761233,0.2800187942446475
354673,0.30398674320765173
727914,0.19745100327438198
632569,0.34709709851890774
129143,0.3246412680029604
114071,0.24165244549991527
357009,0.19370996273272803
425626,0.2958896909022189
948230,0.6445003621497116
853830,0.2064280697459914
400981,0.4390564815094861
639476,0.9147871598058651
502379,0.29366807239839904
687983,0.21127128257035666
275643,0.29728913889734837
237839,0.354923161491207
239402,0.767443968405981
514148,0.33959931523523224
655574,0.3732569660177986
424505,0.23943866923031915
261742,0.7799625723740465
830778,0.3598227397267094
307564,0.3517128679895373
181282,0.8004272789777922
579268,0.8052912558219877
517628,0.3683867691528616
311591,0.31493920764601724
407559,0.3771901464461769
951533,0.33818207342434137
721635,0.2716267603571095
850812,0.7346275872815834
107682,0.2388007618946618
666748,0.31800427763244954
741527,0.5282119242969581
142367,0.30639896007684847
462241,0.6626292141895737
774990,0.30456011351870454
136689,0.3766976088749126
164173,0.1880152197843517
804037,0.19857013918979113
457631,0.27998749015811725
791214,0.33837573318032466
878170,0.23854924675234104
903342,0.3275622556048749
906625,0.27947680103484407
198012,0.34598516169307403
423121,0.6319223910839361
156421,0.29065417033470087
889223,0.30536591669261737
791237,0.4010863968007286
384223,0.32342747134915284
920888,0.3353153162646322
376661,0.20937434159922189
519558,0.37332207254097216
509405,0.2827090125661311
791661,0.30496878683343703
838833,0.34502273702181874
825702,0.17847875865061444
283713,0.4148161180609949
108910,0.2752095721360484
273331,0.3077611577475652
261172,0.27352233630456624
761571,0.8881882250934504
557998,0.09794935151547263
703637,0.2571204594933842
160766,0.264017136068926
292105,0.40313076128548603
629895,0.2876423960190361
774393,0.2402348585124537
823228,0.2368232987504699
760033,0.2829208721275748
964709,0.27903054547832895
961596,0.5089182541018004
261557,0.1856191703314844
398386,0.30291787259538355
277847,0.3546704976660296
347117,0.3086021379491057
509511,0.16544277546412156
135224,0.39082393238163315
774196,0.3586731509417687
792898,0.3181111768743445
146314,0.3430260700287439
988194,0.4427347189231003
395927,0.23554040693939945
327809,0.34830804731892745
736873,0.8683871641173123
516580,0.7644938868137077
985329,0.36521117998582797
558567,0.3309199527277412
925730,0.5888351651447238
164744,0.295063976611461
503998,0.20700579168619046
282684,0.30021602563882377
808384,0.32635773307702515
677653,0.5987726974227677
257897,0.3115060178334513
218317,0.6099860195095256
559583,0.19565323611192717
702925,0.4369894249044379
398657,0.3349037951932003
487712,0.22034268354607783
581840,0.30527436046473466
962115,0.2925626315343257
382155,0.32038143355038046
741023,0.743099273348144
935298,0.2602743880580523
757002,0.32493784591395236
141073,0.4874648105428429
260333,0.2890482795615694
874774,0.3107999732428666
588209,0.5782801098397278
235081,0.31815816087630205
107084,0.7756093181418474
776069,0.2729812243042863
172979,0.3824046295325443
908725,0.3756196203602246
766796,0.26482166863465945
780310,0.40066956534203846
819765,0.31032313845878956
430225,0.4162306123196482
932885,0.33577503730191266
282265,0.7741903573371701
260373,0.14505577970517763
321170,0.297226329509384
290568,0.2587601922326082
556679,0.457223862298442
103617,0.17387329750675182
293186,0.2630604624158146
552893,0.8806920712276295
518121,0.37909574792334316
613049,0.35532330796839234
687696,0.5838120719032143
711788,0.4285538830580586
431456,0.6478288207095871
875671,0.16085075135671068
484021,0.21303919145216846
236313,0.058266718358396495
622396,0.3129048632030707
823381,0.24401743222528552
187789,0.294329088114559
839701,0.16386378700193624
685317,0.3024457342448046
677132,0.3773242434814835
121744,0.2986720615645672
219806,0.3250588681736119
919629,0.9066644831255468
888312,0.21695609460288243
892436,0.2667235959941638
452788,0.22481221116013891
163672,0.2894090882971908
815566,0.48561699566265887
598304,0.3624008113681507
102554,0.380511904962551
742910,0.31487465922805113
764844,0.39175526746407013
416635,0.2889910062799634
350848,0.29657586451980256
470818,0.5596272794074294
112219,0.42869005682188016
777822,0.283261469612538
830386,0.19531540517902418
268295,0.261269051685602
588958,0.18644679950022602
376112,0.5807431628696169
514275,0.31787742949027653
625874,0.34725753375363694
525295,0.7683069345463438
503410,0.33377678544111417
663505,0.6911796713347061
634361,0.26041171450336725
769693,0.4046950724409876
721139,0.8268813060209165
663983,0.2699281707377421
779566,0.3399118561622966
284570,0.07904498283867595
338882,0.2622428155136442
364089,0.28654370230623466
624286,0.2905235828472268
193216,0.18579703292744096
323768,0.2704883142789855
168181,0.28129136037525254
616794,0.8862053720659533
396977,0.7615840097419814
538185,0.23064156138434624
526965,0.1859923661640557
733420,0.33306827171638237
782369,0.26918978271548316
599377,0.26318703520399717
758934,0.3125723617088114
301650,0.8915783653742979
250423,0.74669034979141
792025,0.21358864040383072
167555,0.2265622087990171
473616,0.5161143033452902
489903,0.7696469891069856
451261,0.1750868755581011
961710,0.7995219854392374
206927,0.7811852416953127
976333,0.8396414362304522
212032,0.19879254569900381
483343,0.2757354859642651
966042,0.2752931321988109
350008,0.22453430380455378
671255,0.44356114080338
722566,0.3193390536546653
110031,0.32701454447427586
362821,0.29427459588915145
809080,0.3221302765821134
830009,0.2348661777877387
415836,0.2651479226485036
809321,0.29875102367775164
919932,0.2714121258495938
900638,0.8136742481199808
292525,0.38299035861663966
377981,0.3086554592188947
145291,0.8108641694283221
315570,0.33049690593248066
634587,0.14414639972946364
504885,0.2575479652963158
590261,0.3161100399276797
757109,0.3541476069077816
680181,0.2996805516852132
851343,0.2511361523402099
353504,0.3342680620876755
255646,0.7866461242276814
760419,0.3029072888901809
683943,0.437815960676831
175460,0.6858160280251631
904416,0.3495431064763973
627698,0.2144085966951576
330021,0.49396187040066425
249346,0.6331128552787585
826346,0.3091557274545192
220053,0.9294601161387049
570394,0.20662686453441295
421228,0.32264880809682783
628649,0.2920395883370569
104061,0.19455324589262057
155920,0.2917719425982982
712901,0.2985370903601869
721599,0.2553312243627515
511978,0.628338774792809
511452,0.2916814156752308
105174,0.27107908934906233
136226,0.2782902069493601
699591,0.31622831639756277
419037,0.2762995675521709
876037,0.8758604823780448
362559,0.27277607505691015
291680,0.7799834034734645
733338,0.2902123864757112
439891,0.7914444611737286
208916,0.34188462822803223
227745,0.2747945989251837
504364,0.25885500758478147
292595,0.1921909913014595
717721,0.43459206937820577
366168,0.32255542424017203
910012,0.4246745615925134
268179,0.18998363348713235
621760,0.421886193910419
975254,0.19954087230355083
788683,0.7784622697523514
923077,0.2903049867846216
547388,0.7736782958645696
773048,0.41513291699580396
944699,0.33107132330198547
789430,0.3831806024054961
502477,0.21740680614263924
875944,0.5901209618145977
325272,0.20294974176849623
228527,0.3253463802397187
781482,0.44157344055671305
667867,0.9061056105218207
367892,0.29193830136580945
136584,0.344979883913978
291901,0.31927634298845553
349743,0.18222644746550223
861705,0.18772356726029932
566659,0.3006633327493794
512030,0.15820179539373425
914268,0.3384411847156635
642152,0.27197225144218623
426463,0.28138907080398956
511344,0.2702965471497523
921066,0.4008053662909264
985584,0.2563448627058029
661083,0.5519198676188166
996114,0.7128810284607616
387514,0.3447308693380931
381528,0.2342421100362164
162961,0.2609681242027472
555013,0.23569133272814477
535152,0.8772266782561209
475115,0.2880156193754016
935447,0.3157158032080088
843198,0.2378361353228003
631515,0.20556354534813676
622904,0.25956147535079566
145988,0.3033484945951308
959390,0.2958733742529326
907198,0.2085363857507753
487453,0.3182825262257151
800533,0.793928836358449
476283,0.32022231772991827
343972,0.8222889102384741
741149,0.5864085910274209
245990,0.35707364442272327
165516,0.4289625547930478
874280,0.31441030586635876
678128,0.7874886611640483
554259,0.29091545157251597
852922,0.28804973012324947
186697,0.2746166714074354
774948,0.2877132474451298
316189,0.30058053829173403
556867,0.272880646337751
519834,0.44629143146430866
386427,0.4199457452900162
508180,0.3342750811939715
431624,0.2869383666422506
898887,0.32993289818825006
882939,0.35413636341212285
470949,0.8941342018339253
223051,0.311880005694953
483352,0.7528726171560092
158992,0.35287759820889586
900835,0.6042015189776354
483440,0.24467349838391098
775866,0.20547303748320123
138479,0.3516397494037378
456408,0.4731230981537837
439842,0.1897148165841702
593003,0.28039029017331424
641365,0.44238366760996867
733316,0.2896401232345249
194454,0.33473676323265805
304062,0.2834992399993653
425695,0.1836876307383291
533038,0.2194827792759783
184894,0.27596727277983707
555385,0.7836222420943498
922638,0.20398873847421642
688754,0.1856297622359159
399874,0.33069801561188117
929291,0.1887612719678805
568532,0.6791254882693556
842824,0.3326338141103016
764804,0.8387430753404234
979210,0.9291791952616245
203367,0.3097744592988649
721106,0.18980075694138981
431805,0.2407128464121617
148561,0.32739492243223445
155910,0.3033876666928366
719584,0.3475948157369735
547841,0.22284159875607068
370363,0.3247229327763582
987459,0.7586655891837435
524623,0.2007591955791252
318506,0.3127001600798108
738065,0.5930209293898598
536910,0.33876101192747204
113505,0.25889209399680024
528115,0.18066024008929352
998104,0.22774061642341936
701941,0.35625521778007485
600765,0.39175526746407013
912236,0.1873806060073122
715343,0.3453635902849408
169560,0.35796145091020987
982541,0.22780990732939183
954441,0.3200254364971677
505052,0.7739925029503654
161650,0.334015233268309
679545,0.477607659501523
529279,0.2620800845277829
332491,0.6337934118271774
423585,0.8027501087997074
285703,0.05713570188770189
943858,0.2853030535552491
934020,0.306150343278771
127458,0.39155736405052816
477970,0.2590487687199598
790396,0.44049247472084585
798212,0.31623007749177673
143358,0.3076058282502829
738403,0.22023304902812876
943637,0.43266605136134806
747813,0.23275952567411753
594268,0.3399174676172721
111832,0.19556740660778896
452341,0.3642381654114588
613068,0.9185385728437255
480200,0.2073205065572922
116804,0.34912034145142823
242523,0.4096030029207617
202576,0.7010847090832582
630895,0.30536779821724247
376354,0.4297808878640325
372225,0.23722477475467202
476713,0.8593250193216782
627363,0.4399645538566292
853093,0.3201359535961296
362776,0.4046950724409876
954885,0.24779318838191047
676826,0.48229149972643803
387586,0.9208098908362229
296504,0.6552169725261597
579583,0.24937162109730185
206907,0.8889202234058472
803662,0.18142220257295202
722665,0.2465476737012372
973640,0.25783377210961766
532815,0.3745348749237925
259070,0.3765681921850278
159704,0.24972357267062872
990664,0.46700634015790843
312624,0.29289465802102904
613697,0.2315390229296546
783332,0.30158324341871684
772131,0.6696427466833295
626397,0.4926143204367555
432438,0.31050049021704057
360201,0.6158253180974063
884791,0.28603403211221823
784121,0.13241341989188177
621563,0.20934243519902437
773517,0.4810031145773339
596094,0.4212838386656174
339244,0.34127616318826565
829911,0.3824266978629335
598316,0.6255016299198417
189458,0.20129642310730492
823422,0.18622229264015108
104967,0.2662802277602712
331844,0.23481516946898864
405309,0.3416200498357772
515004,0.2642597090374924
877246,0.3043007214754668
574715,0.28192202365788216
859845,0.22906480869927184
113391,0.29091396652334006
122758,0.2836321661459661
710696,0.7924077326636805
391468,0.27170636710178403
669517,0.19209067151682319
985862,0.19857013918979113
634561,0.2871423614865655
782111,0.27694065617973396
916633,0.31583959471895545
434053,0.2539451375497352
739961,0.31009856994041557
961165,0.2114332028724986
384901,0.3136149107688684
337796,0.25768785604998196
181668,0.30870994500425364
685269,0.25308082569092505
226249,0.4290959845982325
237906,0.8140115278933324
905164,0.35556136767773266
243348,0.2889615526688132
355221,0.29659103289443883
741014,0.33767101658249654
634162,0.5788409765622049
829267,0.23014091164419603
511632,0.4604853803526225
339174,0.3339108992846838
656992,0.2976444346008503
275191,0.23204142783744205
108926,0.47942911819035144
910538,0.2506472883505044
218542,0.21449255459655675
271838,0.3024684661270769
779496,0.27143181247080606
863441,0.31621265540496174
623121,0.4321326570562725
902757,0.4025560753987688
269790,0.37424353324596865
543630,0.22531750138104387
719944,0.7881279515950821
793652,0.3216802031160038
312255,0.2617980692090262
378575,0.27438326087821097
738702,0.11473034668585529
376044,0.20695967552882133
987982,0.2734944448308281
151938,0.48665625730380624
834468,0.3023470264572739
375431,0.33085218920546305
565905,0.30192271453744113
976179,0.33269368055083043
248338,0.2349558381513997
691635,0.4436817635734866
235231,0.3269285021668993
408460,0.21612653926911535
246485,0.36528546959257774
842822,0.7244254320767127
654204,0.22410769524689325
993495,0.29034378692524626
448062,0.38083637381519225
758525,0.21728243335554626
393125,0.2879677070843943
878284,0.8544076486617748
607521,0.26552901908899895
149654,0.6753400211096053
452703,0.6470920682171301
154128,0.24411172138039977
871565,0.23895939634753935
428066,0.26615261571241866
815201,0.28089904688248973
305739,0.21147547049957752
959156,0.7402150832837217
609625,0.4225355364126793
660734,0.20898889160518536
440396,0.342496079348508
816923,0.7912682202035516
282232,0.3399381713883293
255688,0.2682403701302631
913695,0.23449872724397505
499950,0.23496045736832075
756911,0.324810264735602
330524,0.36967461031600946
732539,0.3292637066645329
517668,0.19581364764367473
744812,0.2376216199721172
353231,0.31526328647097474
665014,0.28141645794589987
236358,0.31526068622495634
306780,0.23229529038384322
680302,0.4096030029207617
237672,0.3435097773754516
349135,0.21295596319424398
350626,0.3234858759436649
722005,0.23143401546654635
543884,0.42817961229547996
417860,0.6861923793041608
884523,0.45091939007575077
769775,0.9159186460633026
216516,0.18331258705545553
849763,0.27111137659272233
129978,0.29494925456517224
385873,0.49396187040066425
166015,0.7162650873459235
539837,0.7660221942063623
340729,0.32137599823815016
817019,0.31813835445192695
518359,0.19515557669949077
890386,0.23030097738270686
357487,0.3420479866215815
810870,0.8358218215019342
884822,0.3872766298676148
626494,0.20665999371988092
822487,0.32918641448596964
979979,0.7528726171560092
201017,0.21435793389951086
631627,0.5544020100853974
790135,0.4428480711679593
236296,0.31036667663652606
917110,0.3277593790783102
668342,0.4080814581591844
538537,0.36464657430220065
803156,0.7832218257292106
798276,0.3121367114987628
808968,0.4595192735931006
233445,0.4219476503914079
878457,0.3078191662133471
257589,0.30539307613684474
620716,0.910382292805702
492307,0.4002709057801058
914249,0.34468180892918976
814795,0.286336635409705
223327,0.382938694740136
999666,0.28406455818452386
232597,0.25309396370564496
732847,0.23607012466847646
797579,0.8074173302169063
238331,0.21430644630033954
344632,0.3054741587658248
678360,0.8533791428291454
873791,0.3904401279232964
972455,0.7570466449108594
697697,0.378540828686471
995909,0.31610344008163577
220057,0.4095727768035686
776053,0.15093508077917697
229253,0.28469563862405894
404191,0.3055476993543717
175798,0.3456369277802517
305320,0.2979447736303578
963293,0.34800607372164094
494345,0.4383713445398923
796487,0.1685081693386921
902844,0.22178660701376746
979285,0.3359031055051446
236894,0.38043166868506023
996596,0.268514728899236
496284,0.21496422479210586
406779,0.0925227469098016
838391,0.36562262158506414
609622,0.34492557664929674
524636,0.3621250246270256
632879,0.300173630581907
880775,0.3018267851636616
625921,0.3136944046643852
953770,0.34247884535958917
885556,0.36985208697247485
240908,0.7763246643657923
418944,0.2592551779811606
278104,0.38944497623925745
637269,0.7371697048144674
440836,0.5479598394948338
343235,0.24073358231412337
990724,0.2858633493993391
418601,0.2504199290289294
548858,0.6336791439284362
974002,0.18290478944098057
217566,0.24355034410128137
240047,0.32113879056482425
980393,0.41102329421426204
817291,0.30265236604981316
256451,0.8227272743221992
516430,0.24654328737919926
942895,0.27154571939406463
264370,0.18982827754263354
451367,0.1938674890629315
240715,0.32375659978971033
964667,0.9140992468657951
206119,0.4046950724409876
627723,0.329618401711999
323589,0.6158253180974063
898537,0.29831100488248746
221875,0.7678738434383651
771612,0.35963113963314264
417966,0.1835654738053145
229594,0.219908207963773
347237,0.3336994486397905
720756,0.23225349136989212
359387,0.2805841039068499
502282,0.28700841860664555
707891,0.4592068354431905
701641,0.7268216217731226
911058,0.27496551025958066
778648,0.3082567712886317
150740,0.2097417448094602
726459,0.16236423701259337
352835,0.34502273702181874
998199,0.25111403923473125
537770,0.27076306668631916
913598,0.37822695280298996
424160,0.26675178021920315
891122,0.2528446676335066
285053,0.3050068108743268
180572,0.37631519049580003
431017,0.4000973666079103
623249,0.07025854743830173
268030,0.900241007518533
733656,0.2644180023418788
472161,0.2116336989846749
105251,0.7946897821346203
702364,0.34545176267137145
406237,0.1966444251742519
284252,0.9130329503918108
422300,0.26220165170352616
206226,0.1853703098982118
112294,0.3006956167714443
506467,0.38942942019894394
779201,0.2779698696108611
177181,0.3460797668451248
739077,0.39432102250363193
780166,0.7750897988402643
715140,0.3032443043093977
987739,0.23263138593642926
610130,0.26556072954190535
346603,0.20541686524520392
396122,0.32602474767781414
362859,0.8287999244774449
122466,0.7391859439665086
505563,0.4710728225315238
208188,0.29594119012053904
105897,0.22983050167748031
936345,0.3649768730175315
611401,0.2968571259194184
893527,0.4574071846734893
278044,0.19681466482999385
507638,0.10742194369930837
684265,0.3901306019808748
953274,0.196976467700201
903090,0.1974885735935816
550553,0.7451606621061274
780792,0.543547770231351
774879,0.3437570991637901
412912,0.2679862421641288
888346,0.2497023160111008
655159,0.29522094769348306
417003,0.30905046026098293
801696,0.15702883119610042
812223,0.48306620082225415
180807,0.2796025535535313
776141,0.2787818680253534
438243,0.62838153096999
345123,0.27345067441347
217136,0.3964608717537956
668640,0.38676946985956245
584534,0.22376102539307574
951542,0.45423690513058357
400005,0.7716146096121779
292800,0.5561107188583122
427255,0.21510044804314277
478722,0.1705135244521694
334717,0.29431977638627066
959754,0.8461239608869182
349631,0.6842486463497902
660768,0.21133072061700306
551886,0.3251952704130444
103390,0.32338082067137536
480980,0.5100310269421725
504579,0.9231252954615814
861856,0.31598814850024826
154287,0.906523332745975
972101,0.23859698122299686
855398,0.5012865828761927
672857,0.18290195655496477
353344,0.18104082596803545
902979,0.8950454719659862
665115,0.31886958770105395
537589,0.3475108152868337
299325,0.33666764003549177
238839,0.39195707533963026
660438,0.3004757274170381
497205,0.28996650584631944
437779,0.2771723022544113
332773,0.48474718101035913
597293,0.33202108498134386
817638,0.6764410642989648
216981,0.3105348221047143
580720,0.2885053861656586
128262,0.2966976767081024
547771,0.3412310301411527
274688,0.29808118570672726
437111,0.6800659517851141
603592,0.8705929278839354
331864,0.2902146561784326
132021,0.33115862212715935
184088,0.18833271719576203
429547,0.28183241419308963
795809,0.5470652579999277
663319,0.2789224447873062
349035,0.32122372120456216
331143,0.34476541232597824
394480,0.3472952613558688
985330,0.26609438452581496
370460,0.41227442446997786
202413,0.4769701185974367
648274,0.2003949186570386
436176,0.1621669731056345
197958,0.23426224905923287
926576,0.28305496863884944
222881,0.32640545484185984
868842,0.3420479866215815
808019,0.22551046483054699
844136,0.3439810137131324
